words,0,1,2,3,4
scaled,0.153847928926,0.384608284297,7.6920118457e-06,0.0769278104688,0.384608284297
summarize,0.153847928926,0.230768047383,0.0769278104688,0.153847928926,0.384608284297
english,0.153847928926,0.0769278104688,0.230768047383,0.153847928926,0.384608284297
macmillan,0.0769278104688,7.6920118457e-06,0.230768047383,0.30768816584,0.384608284297
fdp,0.0769278104688,0.30768816584,0.153847928926,0.0769278104688,0.384608284297
reject,0.230768047383,7.6920118457e-06,7.6920118457e-06,0.384608284297,0.384608284297
appearing,0.0769278104688,0.0769278104688,0.230768047383,0.230768047383,0.384608284297
summation,0.153847928926,0.0769278104688,0.230768047383,0.153847928926,0.384608284297
letters,0.230768047383,0.0769278104688,0.0769278104688,0.230768047383,0.384608284297
albany,0.0769278104688,0.230768047383,0.153847928926,0.153847928926,0.384608284297
assigned,0.190476303854,0.142857823121,0.142857823121,0.142857823121,0.380950226783
incidence,0.190476417228,0.238094331087,0.142858503369,0.0476226756506,0.380948072665
leonard,0.142858503369,0.190476417228,4.76179138592e-06,0.285712244947,0.380948072665
rules,0.166667013885,0.187500130207,0.145833897564,0.125000781242,0.374998177102
developments,0.0833357638383,0.249998958355,0.249998958355,0.0416699652091,0.374996354243
conditionally,0.125001562467,0.166667361097,0.0416699652091,0.291664756984,0.374996354243
accommodate,0.125002343677,0.187500390613,0.249998437549,0.0625042967407,0.374994531421
composition,0.0625042967407,0.312496484485,0.125002343677,0.125002343677,0.374994531421
discussants,0.187500390613,0.312496484485,0.0625042967407,0.0625042967407,0.374994531421
cue,0.187500390613,0.187500390613,0.249998437549,6.2498046936e-06,0.374994531421
positively,0.125002343677,0.125002343677,0.187500390613,0.187500390613,0.374994531421
readers,0.14814910835,0.14814910835,0.14814910835,0.185185459529,0.370367215422
amse,0.259258161886,0.185185459529,0.0740764059925,0.111112757171,0.370367215422
occupations,0.210526038788,0.210526038788,0.0526354569617,0.157895844846,0.368416620615
explore,5.26301939423e-06,0.157895844846,0.263156232731,0.210526038788,0.368416620615
priori,0.210526038788,0.157895844846,0.157895844846,0.105265650904,0.368416620615
paid,0.157895844846,0.263156232731,0.105265650904,0.105265650904,0.368416620615
expects,0.105265650904,0.210526038788,0.105265650904,0.210526038788,0.368416620615
containing,0.12121331495,0.0909107437766,0.12121331495,0.303028741989,0.363633884335
transform,0.136365082612,0.136365082612,0.272725619872,0.0909115701916,0.363632644713
asked,0.363632644713,0.0909115701916,0.0909115701916,0.0909115701916,0.363632644713
identification,0.227272107452,0.227272107452,0.0909115701916,0.0909115701916,0.363632644713
ontario,0.136365082612,0.136365082612,0.136365082612,0.227272107452,0.363632644713
thorough,9.09049588655e-06,0.0909140493614,0.454533884823,0.0909140493614,0.363628925958
equipment,0.363628925958,9.09049588655e-06,0.181819008227,0.0909140493614,0.363628925958
spain,0.0909140493614,0.363628925958,0.0909140493614,0.0909140493614,0.363628925958
emphasize,0.454533884823,0.0909140493614,9.09049588655e-06,0.0909140493614,0.363628925958
substitutions,0.181819008227,9.09049588655e-06,0.0909140493614,0.363628925958,0.363628925958
water,0.0909140493614,9.09049588655e-06,0.363628925958,0.181819008227,0.363628925958
black,9.09049588655e-06,0.0909140493614,0.363628925958,0.181819008227,0.363628925958
treating,0.272723967092,0.363628925958,9.09049588655e-06,9.09049588655e-06,0.363628925958
kao,0.0909140493614,9.09049588655e-06,0.272723967092,0.272723967092,0.363628925958
theoretically,0.0909140493614,0.0909140493614,0.272723967092,0.181819008227,0.363628925958
integers,0.0909140493614,0.272723967092,0.0909140493614,0.181819008227,0.363628925958
serial,0.181819008227,0.181819008227,0.181819008227,0.0909140493614,0.363628925958
quadrature,0.181819008227,0.181819008227,0.181819008227,0.0909140493614,0.363628925958
guessing,0.181819008227,0.181819008227,0.181819008227,0.0909140493614,0.363628925958
faced,9.09049588655e-06,0.272723967092,0.272723967092,0.0909140493614,0.363628925958
lexington,0.0909140493614,9.09049588655e-06,0.272723967092,0.272723967092,0.363628925958
specifications,0.194444521604,0.222221913585,0.138889737643,0.0833349536812,0.361108873488
training,0.2,0.080002399952,0.160000799984,0.2,0.359996800064
computational,0.187500097655,0.187500097655,0.140625463864,0.125000585933,0.359373754893
accepted,0.0714308673059,0.3214264031,0.142858163247,0.107144515277,0.357140051071
walter,0.142858163247,0.107144515277,0.178571811218,0.214285459188,0.357140051071
image,0.2142852041,0.285711224599,0.142859183601,7.14260204993e-06,0.357137245098
jensen,0.0714331631013,0.285711224599,0.0714331631013,0.2142852041,0.357137245098
representations,0.285711224599,0.0714331631013,0.142859183601,0.142859183601,0.357137245098
analytically,0.142859183601,0.0714331631013,0.0714331631013,0.357137245098,0.357137245098
tor,0.142859183601,0.357137245098,0.142859183601,7.14260204993e-06,0.357137245098
apart,0.2142852041,0.2142852041,0.0714331631013,0.142859183601,0.357137245098
nonsingular,0.142859183601,0.2142852041,0.2142852041,0.0714331631013,0.357137245098
ranges,0.2142852041,0.0714331631013,0.2142852041,0.142859183601,0.357137245098
outside,0.266665925934,0.177778024689,0.133334074066,0.0666681481317,0.35555382718
want,0.129033402687,0.322578668086,0.0967758584539,0.0967758584539,0.354836212319
asymmetric,0.117647664355,0.205882309689,0.176470761244,0.1470592128,0.352940051911
electric,0.117649480898,0.0588276815388,0.0588276815388,0.411758477692,0.352936678333
describing,0.176471280256,0.294114878974,0.0588276815388,0.117649480898,0.352936678333
verified,0.176471280256,0.0588276815388,0.235293079615,0.176471280256,0.352936678333
induction,0.176471280256,0.176471280256,0.117649480898,0.176471280256,0.352936678333
sis,0.150000624992,0.125000937488,0.175000312496,0.2,0.349998125023
sequences,0.2,0.0500037499063,0.100002499938,0.299997500062,0.349996250094
ever,0.150001249969,0.2,0.150001249969,0.150001249969,0.349996250094
reached,0.0500037499063,4.99987500312e-06,0.449993750156,0.150001249969,0.349996250094
supply,0.2,0.150001249969,0.2,0.100002499938,0.349996250094
language,0.0869589791526,0.217390926284,0.173913610574,0.173913610574,0.347822873416
user,0.260868241995,0.173913610574,0.0434816634421,0.173913610574,0.347822873416
device,0.0769254437415,0.153847041403,0.269229437895,0.153847041403,0.346151035557
presence,0.153847041403,0.153847041403,0.192307840234,0.153847041403,0.346151035557
check,0.034485612317,0.241378596921,0.137932104619,0.241378596921,0.344825089223
currently,0.17241426872,0.137932104619,0.20689643282,0.137932104619,0.344825089223
observational,0.105264404416,0.105264404416,0.210526177287,0.236841620505,0.342103393376
surveys,0.160714636476,0.249999553575,0.107143686217,0.142857653057,0.339284470674
books,0.187500130207,0.125000781242,0.10416766492,0.249999479172,0.333331944459
combined,0.153846745555,0.205128139383,0.102565351726,0.205128139383,0.333331623954
run,0.111112345662,0.138889737643,0.194444521604,0.222221913585,0.333331481507
pennsylvania,0.194444521604,0.277776697546,0.166667129623,0.0277801697199,0.333331481507
columbia,0.151515886123,0.181818457296,0.151515886123,0.181818457296,0.333331313162
accounting,0.151515886123,0.12121331495,0.242423599642,0.151515886123,0.333331313162
discusses,0.2,0.233332777787,0.166667222213,0.0666688888519,0.333331111148
substituting,0.100001666639,0.100001666639,0.2,0.266665555574,0.333331111148
solving,0.14814910835,0.185185459529,0.222221810707,0.111112757171,0.333330864243
yji,0.222221810707,0.0740764059925,0.185185459529,0.185185459529,0.333330864243
adding,0.208333159726,0.208333159726,0.0416699652091,0.208333159726,0.333330555613
thought,0.208333159726,0.166667361097,0.0416699652091,0.249998958355,0.333330555613
envelope,0.0416699652091,0.125001562467,0.208333159726,0.291664756984,0.333330555613
zeger,0.125001562467,0.166667361097,0.166667361097,0.208333159726,0.333330555613
smoothed,0.125001562467,0.166667361097,0.249998958355,0.125001562467,0.333330555613
tabulations,0.142858503369,0.0476226756506,0.190476417228,0.285712244947,0.333330158806
beran,0.0952405895098,0.0476226756506,0.333330158806,0.190476417228,0.333330158806
marcel,0.238094331087,0.285712244947,0.0952405895098,0.0476226756506,0.333330158806
nelson,0.238094331087,0.238094331087,0.142858503369,0.0476226756506,0.333330158806
biostatistics,0.142858503369,0.0476226756506,0.238094331087,0.238094331087,0.333330158806
replacement,0.190476417228,0.190476417228,0.0476226756506,0.238094331087,0.333330158806
western,0.190476417228,0.190476417228,0.142858503369,0.142858503369,0.333330158806
continued,0.238094331087,0.285712244947,4.76179138592e-06,0.142858503369,0.333330158806
expert,0.142858503369,0.0476226756506,0.0952405895098,0.380948072665,0.333330158806
kedem,0.0952405895098,0.142858503369,0.142858503369,0.285712244947,0.333330158806
schedule,0.0555595677898,0.222221604955,0.222221604955,0.166667592567,0.333329629733
adjust,0.166667592567,0.222221604955,0.111113580178,0.166667592567,0.333329629733
destination,0.166667592567,5.55540123885e-06,0.277775617344,0.222221604955,0.333329629733
editorial,0.111113580178,0.222221604955,0.222221604955,0.111113580178,0.333329629733
resulted,0.222221604955,0.222221604955,5.55540123885e-06,0.222221604955,0.333329629733
tool,0.222221604955,0.111113580178,0.166667592567,0.166667592567,0.333329629733
audience,0.222221604955,0.222221604955,0.111113580178,0.111113580178,0.333329629733
rand,0.111113580178,0.222221604955,0.222221604955,0.111113580178,0.333329629733
preferable,0.111113580178,0.111113580178,0.111113580178,0.333329629733,0.333329629733
stratified,0.0555595677898,0.166667592567,0.111113580178,0.333329629733,0.333329629733
executive,0.266664444519,0.133335555481,0.2,0.066671110963,0.333328889037
ages,0.133335555481,0.399993333556,0.133335555481,6.66644445185e-06,0.333328889037
sampled,0.266664444519,0.066671110963,0.066671110963,0.266664444519,0.333328889037
mining,0.133335555481,0.2,0.2,0.133335555481,0.333328889037
contributed,0.066671110963,0.2,0.2,0.2,0.333328889037
begins,0.133335555481,0.2,0.133335555481,0.2,0.333328889037
buffalo,0.133335555481,0.066671110963,0.2,0.266664444519,0.333328889037
exi,0.066671110963,0.2,0.133335555481,0.266664444519,0.333328889037
unnecessary,8.33298612558e-06,0.333327778009,0.166668055498,0.166668055498,0.333327778009
dropped,0.249997916753,8.33298612558e-06,0.0833381942419,0.333327778009,0.333327778009
lottery,0.0833381942419,0.333327778009,0.0833381942419,0.166668055498,0.333327778009
induced,0.0833381942419,0.0833381942419,0.333327778009,0.166668055498,0.333327778009
realized,0.0833381942419,0.333327778009,0.0833381942419,0.166668055498,0.333327778009
combinatorial,8.33298612558e-06,0.333327778009,0.249997916753,0.0833381942419,0.333327778009
maintain,0.333327778009,0.0833381942419,0.166668055498,0.0833381942419,0.333327778009
house,0.333327778009,0.0833381942419,0.166668055498,0.0833381942419,0.333327778009
clause,0.0833381942419,0.0833381942419,0.166668055498,0.333327778009,0.333327778009
something,0.333327778009,0.0833381942419,0.166668055498,0.0833381942419,0.333327778009
norm,8.33298612558e-06,0.499987500521,0.166668055498,8.33298612558e-06,0.333327778009
minimal,8.33298612558e-06,0.333327778009,0.166668055498,0.166668055498,0.333327778009
nonrandomized,0.0833381942419,0.249997916753,0.249997916753,0.0833381942419,0.333327778009
psychological,0.0833381942419,0.166668055498,0.333327778009,0.0833381942419,0.333327778009
breast,0.249997916753,0.249997916753,0.0833381942419,0.0833381942419,0.333327778009
chipman,8.33298612558e-06,0.249997916753,0.333327778009,0.0833381942419,0.333327778009
kohn,0.166668055498,0.166668055498,0.249997916753,0.0833381942419,0.333327778009
mcc,0.249997916753,0.0833381942419,0.249997916753,0.0833381942419,0.333327778009
anything,8.33298612558e-06,8.33298612558e-06,0.499987500521,0.166668055498,0.333327778009
operational,0.166668055498,0.249997916753,0.0833381942419,0.166668055498,0.333327778009
imsl,0.0833381942419,0.166668055498,0.166668055498,0.249997916753,0.333327778009
formation,0.249997916753,0.249997916753,8.33298612558e-06,0.166668055498,0.333327778009
subgroups,0.166668055498,0.0833381942419,0.166668055498,0.249997916753,0.333327778009
maximize,0.0833381942419,0.166668055498,0.249997916753,0.166668055498,0.333327778009
pertinent,0.166668055498,0.166668055498,0.0833381942419,0.249997916753,0.333327778009
inherent,0.249997916753,0.166668055498,0.166668055498,0.0833381942419,0.333327778009
checks,0.166668055498,0.249997916753,0.0833381942419,0.166668055498,0.333327778009
dunnett,0.249997916753,0.166668055498,0.0833381942419,0.166668055498,0.333327778009
draw,0.244897501046,0.122449770921,0.163265680962,0.142857725942,0.326529321129
comprehensive,0.189189335279,0.135136011676,0.243242658883,0.108109349874,0.324322644289
recorded,0.147059602065,0.205882266437,0.117648269878,0.205882266437,0.323527595182
tiao,0.16129094692,0.129033402687,0.25806357962,0.129033402687,0.322578668086
statements,0.25806357962,0.193548491153,0.0322607699876,0.193548491153,0.322578668086
biometrics,0.0714297193775,0.178571619896,0.214285586736,0.214285586736,0.321427487255
solutions,0.125000669637,0.196428603316,0.142857653057,0.214285586736,0.321427487255
inst,0.285712755129,0.142858163247,0.142858163247,0.107144515277,0.3214264031
membership,0.107144515277,0.142858163247,0.214285459188,0.214285459188,0.3214264031
corporate,0.142858163247,0.214285459188,0.142858163247,0.178571811218,0.3214264031
job,0.2,0.2,0.120001599968,0.160000799984,0.319997600048
paragraph,0.120001599968,0.160000799984,0.160000799984,0.239999200016,0.319997600048
applies,0.160000799984,0.2,0.2,0.120001599968,0.319997600048
versions,0.239999200016,0.120001599968,0.2,0.120001599968,0.319997600048
significantly,0.181818595032,4.54535124202e-06,0.272725619872,0.227272107452,0.318179132292
hemoglobin,0.0909115701916,0.136365082612,0.227272107452,0.227272107452,0.318179132292
equivalently,0.136365082612,0.181818595032,0.0909115701916,0.272725619872,0.318179132292
frederick,0.227272107452,0.181818595032,0.0909115701916,0.181818595032,0.318179132292
varying,0.272725619872,0.0909115701916,0.136365082612,0.181818595032,0.318179132292
satisfying,0.121952171315,0.0975622248509,0.268291850099,0.195122010707,0.317071743028
inverse,0.121952171315,0.170732064243,0.0731722783868,0.317071743028,0.317071743028
supposed,0.263156232731,0.157895844846,0.157895844846,0.105265650904,0.315786426673
solved,0.210526038788,0.210526038788,0.0526354569617,0.210526038788,0.315786426673
interpolation,0.210526038788,0.157895844846,0.0526354569617,0.263156232731,0.315786426673
sociology,0.210526038788,0.210526038788,0.210526038788,0.0526354569617,0.315786426673
style,0.105265650904,0.210526038788,0.210526038788,0.157895844846,0.315786426673
substantive,0.157895844846,0.105265650904,0.210526038788,0.210526038788,0.315786426673
accounts,0.263156232731,0.210526038788,0.105265650904,0.105265650904,0.315786426673
hope,0.157895844846,0.0526354569617,0.315786426673,0.157895844846,0.315786426673
ties,0.166666975306,0.148148628253,0.222222016463,0.148148628253,0.314813751725
paperback,0.2,0.228571020414,0.085715918344,0.171428979586,0.314284081656
trends,0.196078469819,0.196078469819,0.137255517103,0.156863168008,0.313724375251
outliers,0.249999479172,0.187500130207,0.125000781242,0.125000781242,0.312498828137
gamma,0.125001171857,0.249999218762,0.156250683583,0.156250683583,0.312498242215
experts,0.249998437549,0.249998437549,0.0625042967407,0.125002343677,0.312496484485
theories,0.312496484485,0.249998437549,6.2498046936e-06,0.125002343677,0.312496484485
texts,0.125002343677,0.187500390613,0.249998437549,0.125002343677,0.312496484485
viewed,0.249998437549,0.0625042967407,0.187500390613,0.187500390613,0.312496484485
fifth,0.249998437549,0.187500390613,0.249998437549,6.2498046936e-06,0.312496484485
watson,0.187500390613,0.0625042967407,0.249998437549,0.187500390613,0.312496484485
dimensions,0.312496484485,0.125002343677,0.125002343677,0.125002343677,0.312496484485
distributional,0.249998437549,0.187500390613,0.187500390613,0.0625042967407,0.312496484485
unlike,0.187500390613,0.187500390613,0.249998437549,0.0625042967407,0.312496484485
trivial,0.312496484485,0.0625042967407,0.187500390613,0.125002343677,0.312496484485
became,0.374994531421,0.187500390613,0.0625042967407,0.0625042967407,0.312496484485
controlled,0.187500390613,0.125002343677,0.125002343677,0.249998437549,0.312496484485
leo,0.125002343677,0.125002343677,0.187500390613,0.249998437549,0.312496484485
dynamics,0.187500390613,0.187500390613,0.125002343677,0.187500390613,0.312496484485
thinking,0.187500390613,0.187500390613,0.125002343677,0.187500390613,0.312496484485
quandt,0.187500390613,0.125002343677,0.125002343677,0.249998437549,0.312496484485
person,0.103449940518,0.20689643282,0.17241426872,0.20689643282,0.310342925122
manufacturing,0.103449940518,0.275860761021,0.103449940518,0.20689643282,0.310342925122
regions,0.126761079147,0.211267526285,0.15492989486,0.197183118429,0.309858381279
generated,0.166666865078,0.119048100904,0.238095011339,0.166666865078,0.3095231576
designed,0.238094784586,0.0476208616564,0.190476303854,0.21428554422,0.309522505684
gross,0.184615502958,0.153846508873,0.169231005915,0.184615502958,0.307691479296
lqd,0.215384497042,0.153846508873,0.123077514788,0.2,0.307691479296
helpful,0.153846597629,0.134616013308,0.17307718195,0.230768934914,0.307691272199
moves,0.192307840234,0.230768639065,0.0769254437415,0.192307840234,0.307690236726
providing,0.192307840234,0.192307840234,0.153847041403,0.153847041403,0.307690236726
attained,0.384608284297,7.6920118457e-06,0.0769278104688,0.230768047383,0.30768816584
laborers,0.0769278104688,0.0769278104688,0.230768047383,0.30768816584,0.30768816584
locations,0.30768816584,7.6920118457e-06,0.230768047383,0.153847928926,0.30768816584
symbol,0.384608284297,0.153847928926,0.0769278104688,0.0769278104688,0.30768816584
sheps,0.0769278104688,0.153847928926,0.461528402754,7.6920118457e-06,0.30768816584
mosteller,0.384608284297,7.6920118457e-06,0.230768047383,0.0769278104688,0.30768816584
mapping,0.384608284297,0.230768047383,0.0769278104688,7.6920118457e-06,0.30768816584
contribute,0.230768047383,0.0769278104688,0.30768816584,0.0769278104688,0.30768816584
conceptual,0.0769278104688,0.0769278104688,0.0769278104688,0.461528402754,0.30768816584
viii,0.0769278104688,0.0769278104688,0.384608284297,0.153847928926,0.30768816584
females,0.153847928926,0.153847928926,0.30768816584,0.0769278104688,0.30768816584
weaker,0.0769278104688,0.153847928926,0.153847928926,0.30768816584,0.30768816584
spent,0.153847928926,0.0769278104688,0.153847928926,0.30768816584,0.30768816584
securities,0.230768047383,0.153847928926,0.0769278104688,0.230768047383,0.30768816584
learn,0.153847928926,0.230768047383,0.0769278104688,0.230768047383,0.30768816584
recreation,0.153847928926,0.153847928926,0.153847928926,0.230768047383,0.30768816584
repeatedly,0.153847928926,0.153847928926,0.230768047383,0.153847928926,0.30768816584
modest,0.153847928926,0.153847928926,0.230768047383,0.153847928926,0.30768816584
merits,0.230768047383,0.230768047383,0.153847928926,0.0769278104688,0.30768816584
hasselblad,0.153847928926,0.230768047383,0.230768047383,0.0769278104688,0.30768816584
experimenters,0.0769278104688,0.153847928926,0.153847928926,0.30768816584,0.30768816584
demonstrates,0.230768047383,0.230768047383,0.230768047383,7.6920118457e-06,0.30768816584
inf,0.142857725942,0.224489546025,0.1020418159,0.224489546025,0.306121366109
examinee,0.166667129623,0.138889737643,0.0833349536812,0.305554089527,0.305554089527
listed,0.0833349536812,0.305554089527,0.138889737643,0.166667129623,0.305554089527
survival,0.138889737643,0.138889737643,0.222221913585,0.194444521604,0.305554089527
receiving,0.249999305565,0.111112345662,0.222221913585,0.111112345662,0.305554089527
substantial,0.173913327029,0.152174432887,0.173913327029,0.195652221172,0.304346691884
regarded,0.217391115314,0.282607797741,0.0434799621743,0.152174432887,0.304346691884
coordinates,0.130436294863,0.130436294863,0.217390926284,0.217390926284,0.304345557705
retail,0.130436294863,0.173913610574,0.217390926284,0.173913610574,0.304345557705
fig,0.391300189126,0.173913610574,0.130436294863,4.34773157105e-06,0.304345557705
extensions,0.173913610574,0.173913610574,0.0869589791526,0.260868241995,0.304345557705
lehmann,0.0869589791526,0.304345557705,0.217390926284,0.0869589791526,0.304345557705
suggestions,0.0434816634421,0.391300189126,0.217390926284,0.0434816634421,0.304345557705
edu,0.130436294863,0.173913610574,0.130436294863,0.260868241995,0.304345557705
tree,0.258928308356,0.187500055803,0.142857397958,0.107143271682,0.303570966201
west,0.107143686217,0.160714636476,0.232142570156,0.196428603316,0.303570503835
output,0.212121028469,0.212121028469,0.12121331495,0.151515886123,0.303028741989
courses,0.272726170816,0.212121028469,0.12121331495,0.0909107437766,0.303028741989
regional,0.12121331495,0.181818457296,0.151515886123,0.242423599642,0.303028741989
effort,0.181818457296,0.181818457296,0.12121331495,0.212121028469,0.303028741989
reporting,0.116280043255,0.255813304496,0.186046673876,0.139535586796,0.302324391577
agricultural,0.302324391577,0.162791130336,0.0930244997151,0.139535586796,0.302324391577
lack,0.186046673876,0.232557760956,0.186046673876,0.0930244997151,0.302324391577
move,0.162791130336,0.139535586796,0.0930244997151,0.302324391577,0.302324391577
satisfied,0.2,0.150000624992,0.2,0.150000624992,0.299998750016
select,0.2,0.166667222213,0.2,0.133334444426,0.299998333361
ses,0.233332777787,0.166667222213,0.133334444426,0.166667222213,0.299998333361
contributions,0.133334444426,0.166667222213,0.233332777787,0.166667222213,0.299998333361
arthur,0.299997500062,0.0500037499063,0.150001249969,0.2,0.299997500062
regret,0.150001249969,0.249998750031,0.100002499938,0.2,0.299997500062
opposite,0.2,0.150001249969,0.150001249969,0.2,0.299997500062
conditioning,0.2,0.2,0.2,0.100002499938,0.299997500062
centers,0.0500037499063,0.150001249969,0.349996250094,0.150001249969,0.299997500062
concerns,0.2,0.150001249969,0.2,0.150001249969,0.299997500062
quickly,0.249998750031,0.150001249969,0.150001249969,0.150001249969,0.299997500062
handle,0.150001249969,0.249998750031,0.150001249969,0.150001249969,0.299997500062
compares,0.2,0.249998750031,0.100002499938,0.150001249969,0.299997500062
homogeneous,0.150001249969,0.249998750031,0.150001249969,0.150001249969,0.299997500062
contours,0.100002499938,0.249998750031,0.2,0.150001249969,0.299997500062
tendency,0.150001249969,0.249998750031,0.150001249969,0.150001249969,0.299997500062
schmid,0.249998750031,0.2,0.2,0.0500037499063,0.299997500062
environmental,0.0500037499063,0.2,0.2,0.249998750031,0.299997500062
algebraic,0.299997500062,0.2,0.2,4.99987500312e-06,0.299997500062
protein,0.100002499938,0.150001249969,0.150001249969,0.299997500062,0.299997500062
sense,0.259739871819,0.090909799287,0.181818299881,0.168831371225,0.298700657788
place,0.149254110044,0.164179371796,0.149254110044,0.238805680555,0.298506727562
median,0.179104633548,0.179104633548,0.11940358654,0.223880418803,0.298506727562
input,0.222221810707,0.0740764059925,0.111112757171,0.296294513065,0.296294513065
companies,0.14814910835,0.185185459529,0.259258161886,0.111112757171,0.296294513065
clusters,0.296294513065,0.14814910835,0.185185459529,0.0740764059925,0.296294513065
unemployed,0.249999431825,0.227272417359,0.0909103305644,0.136364359496,0.295453460756
bank,0.159091373962,0.11363734503,0.227272417359,0.204545402893,0.295453460756
inferences,0.117647866197,0.196078469819,0.215686120724,0.176470818914,0.294116724346
degroot,0.235293598624,0.176470934251,0.0882369376921,0.205882266437,0.294116262996
henry,0.147059602065,0.176470934251,0.176470934251,0.205882266437,0.294116262996
divided,0.323527595182,0.0588256055058,0.117648269878,0.205882266437,0.294116262996
products,0.205882266437,0.117648269878,0.235293598624,0.147059602065,0.294116262996
quarterly,0.117648269878,0.205882266437,0.205882266437,0.176470934251,0.294116262996
speed,0.235293079615,0.0588276815388,0.294114878974,0.117649480898,0.294114878974
ymis,0.235293079615,0.176471280256,0.176471280256,0.117649480898,0.294114878974
sharp,0.0588276815388,0.294114878974,0.235293079615,0.117649480898,0.294114878974
